election_type,year,state,constituency,code,candidate,gender,party,votes,position,elected
house,2019,Enugu,ANINRI/AWGU/OJI RIVER,FC/115/EN,ENGR CHUKWU CHARLES O.,M,DA,19,8,0
house,2019,Enugu,ANINRI/AWGU/OJI RIVER,FC/115/EN,UZODIMMA EMELE I.,M,MPN,10,9,0
house,2019,Enugu,ANINRI/AWGU/OJI RIVER,FC/115/EN,IGWEOKOLO STEPHEN O,M,JMPP,6,10,0
house,2019,Enugu,ANINRI/AWGU/OJI RIVER,FC/115/EN,CHUKWU EMEKA E.,M,KP,5,11,0
house,2019,Enugu,ANINRI/AWGU/OJI RIVER,FC/115/EN,ONYIA NELSON C,M,ID,2,12,0
house,2019,Enugu,ENUGU EAST/ISIUZO,FC/116/EN,NNAJI PRINCE CORNELIUS,M,PDP,36191,1,1
house,2019,Enugu,ENUGU EAST/ISIUZO,FC/116/EN,KATE E. NNAMANI,F,APC,9222,2,0
house,2019,Enugu,ENUGU EAST/ISIUZO,FC/116/EN,IKE OKECHUKWU GEORGE,M,ADC,54,3,0
house,2019,Enugu,ENUGU EAST/ISIUZO,FC/116/EN,MBA DANIEL OKWUDILI,M,APA,50,4,0
house,2019,Enugu,ENUGU EAST/ISIUZO,FC/116/EN,ANIAGA JOSEPH,M,UPP,40,5,0
house,2019,Enugu,ENUGU EAST/ISIUZO,FC/116/EN,NWANGWU AUGUSTINE A,M,KP,17,6,0
house,2019,Enugu,ENUGU EAST/ISIUZO,FC/116/EN,OBINNA OGBOROR FLORENCE,F,MPN,14,7,0
house,2019,Enugu,ENUGU EAST/ISIUZO,FC/116/EN,CHIEF JOSEPH ANIKE,M,DA,8,8,0
house,2019,Enugu,ENUGU EAST/ISIUZO,FC/116/EN,PETER ICHA,M,SDP,8,9,0
house,2019,Enugu,ENUGU EAST/ISIUZO,FC/116/EN,APOSTEL IKE P,M,JMPP,2,10,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,CHUKWUEGBO OFOR GREGORY,M,PDP,38603,1,1
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,NELSON MADUKA ARUM,M,APC,13921,2,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,PRINCE OZIOMA ANI,M,YPP,2813,3,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,ONYEDIKA AGBO,M,URP,149,4,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,UGWU SUNDAY ALEXANDER,M,ADC,142,5,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,OGBE CHUKWUNONSO,M,APA,119,6,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,NONSO ONWUGHARA,M,PPN,39,7,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,JONAS CHUKWU,M,ACD,36,8,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,CHIKA RITA OKOLI,F,MPN,9,9,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,OKWUCHUKWU GODWIN,M,HDP,5,10,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,MONDAY OKOYE HILLARY,M,KP,5,11,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,AGBUGBA BRIGHT,F,GPN,3,12,0
house,2019,Enugu,ENUGU NORTH/ENUGU SOUTH,FC/117/EN,ILOJEM NNEKA UKAMAKA,M,JMPP,3,13,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,AMADI DENIS OGUENNWA,M,PDP,37755,1,1
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,MMANIEL JOSEPH ONYEMADI,M,APC,5671,2,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,AGUBUZO PASCHAL ONYEMECHI,M,APGA,1437,3,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,OZOENEH EMMANUEL,M,ADC,1052,4,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,ANAIKE OBIORA BENJAMIN,M,APA,34,5,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,EKECHINOSO ACHIKE,M,UPP,30,6,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,NWANKWO CECELIA CHINYERE,F,DPP,28,7,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,ONAGA OBINNA,M,PPN,13,8,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,BENJAMIN OBUTE UCHENNA,M,MPN,8,9,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,UGWAFOR DESMOND EJIOFOR,M,SDP,8,10,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,ONOH GREG NWACHUKWU,M,C4C,7,11,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,ONOH ANAEZID VAL,M,KP,4,12,0
house,2019,Enugu,EZEAGU/UDI,FC/118/EN,ANYIM CHINYERE PEPETUAL,F,GPN,3,13,0
house,2019,Enugu,IGBO EKITI/UZO-NWANI,FC/119/EN,OKE MARTINS,M,PDP,35756,1,1
house,2019,Enugu,IGBO EKITI/UZO-NWANI,FC/119/EN,CHUKWUMA JONATAN ANIKEZE,M,APC,5799,2,0
house,2019,Enugu,IGBO EKITI/UZO-NWANI,FC/119/EN,KELVIN NWABUCHI UGWU,M,APGA,675,3,0
house,2019,Enugu,IGBO EKITI/UZO-NWANI,FC/119/EN,AMAMIFE AKACHUKWU C.,M,ADC,291,4,0
house,2019,Enugu,IGBO EKITI/UZO-NWANI,FC/119/EN,EZEAH MAGNUS,M,SDP,35,5,0
house,2019,Enugu,IGBO EKITI/UZO-NWANI,FC/119/EN,DIDIUGWU GODWIN OKECHUKWU,M,NRM,25,6,0
house,2019,Enugu,IGBO EKITI/UZO-NWANI,FC/119/EN,DR MRS CELINE UKAMAKA,F,DA,22,7,0
house,2019,Enugu,IGBO EKITI/UZO-NWANI,FC/119/EN,DIDIUGWU DOMINIC MAGNUS,M,JMPP,17,8,0
house,2019,Enugu,IGBO EKITI/UZO-NWANI,FC/119/EN,EZEUGWU CLEMENT EMEKA,M,GPN,7,9,0
house,2019,Enugu,IGBO EKITI/UZO-NWANI,FC/119/EN,ALEKEOZOR CHUKWUNONSO J,M,UPP,6,10,0
house,2019,Enugu,IGBO EKITI/UZO-NWANI,FC/119/EN,ATODO SUNDAY CHRISTOPHER,M,NIP,2,11,0
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,SIMON CHUKWUEMEKA ATIGWE,M,PDP,45247,1,1
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,EZE KENTUS OKECHUKWU,M,APC,7179,2,0
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,CHUKWUEMEKA CHARLES EZE,M,ADC,60,3,0
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,NNAJI BRENDAN ONYEKA,F,JMPP,31,4,0
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,URAMA ROSELINE,F,NRN,31,5,0
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,AGASHINZE ARINZE ISIDOPE,M,C4C,27,6,0
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,ENGR IKECHUKWU EZEH,M,DA,26,7,0
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,AGU GERALD,M,UPP,22,8,0
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,EYA CHUKWUKA GODWIN,M,SDP,7,9,0
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,UGWUABA SABASINE EJIKE,M,GDPN,5,10,0
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,ODOH FESTU CHIKODILI,M,GPN,5,11,0
house,2019,Enugu,IGBOEZE NORTH / UDENU,FC/120/EN,AMEH KELECHI WILFRED,M,RBNP,4,12,0
house,2019,Enugu,NKANU EAST/NKANU WEST,FC/121/EN,NNAJI NNOLIM JOHN,M,PDP,38460,1,1
house,2019,Enugu,NKANU EAST/NKANU WEST,FC/121/EN,NWAFOR OKWUDILI ANTHONY,M,APC,3452,2,0
house,2019,Enugu,NKANU EAST/NKANU WEST,FC/121/EN,HILLSON UGWU NWACHUKWU,M,ADC,88,3,0
house,2019,Enugu,NKANU EAST/NKANU WEST,FC/121/EN,EGBONWONU EMMANUEL LINUS,M,PPN,37,4,0
house,2019,Enugu,NKANU EAST/NKANU WEST,FC/121/EN,OGBODO EMMANUEL OKECHUKWU O.,M,DPP,34,5,0
house,2019,Enugu,NKANU EAST/NKANU WEST,FC/121/EN,OGBODO KENNETH UCHENNA,M,KP,31,6,0
house,2019,Enugu,NKANU EAST/NKANU WEST,FC/121/EN,NWEKE TOBIAS NNAEMEKA,M,DA,19,7,0
house,2019,Enugu,NKANU EAST/NKANU WEST,FC/121/EN,OGBUEFI FELICIA CHIZOBA,F,C4C,13,8,0
house,2019,Enugu,NKANU EAST/NKANU WEST,FC/121/EN,ONYEMACHI NELSON CHINOSO,M,UPP,9,9,0
house,2019,Enugu,NKANU EAST/NKANU WEST,FC/121/EN,NZE HENRY PRINCE OKWOR,M,NAC,5,10,0
house,2019,Enugu,NKANU EAST/NKANU WEST,FC/121/EN,OYIBA ANTHONY,M,GPN,4,11,0
house,2019,Enugu,NSUKKA IGBO-EZE,FC/122/EN,ASADU PATRICK OZIOKOJA,M,PDP,60863,1,1
house,2019,Enugu,NSUKKA IGBO-EZE,FC/122/EN,UGWEDE IKECHUKWU NEDTON,M,APC,12106,2,0
house,2019,Enugu,NSUKKA IGBO-EZE,FC/122/EN,OLOTO JULIET LEDECHI,F,ADC,142,3,0
house,2019,Enugu,NSUKKA IGBO-EZE,FC/122/EN,NNADI RAPHAEL CHIJIOKE,M,SDP,76,4,0
house,2019,Enugu,NSUKKA IGBO-EZE,FC/122/EN,IGWE NELSON,M,DA,20,5,0
house,2019,Enugu,NSUKKA IGBO-EZE,FC/122/EN,EZE LINUS EMEKA,M,JMPP,18,6,0
house,2019,Enugu,NSUKKA IGBO-EZE,FC/122/EN,OMIFE EBEKECHI JOY,F,GDPN,10,7,0
house,2019,Enugu,NSUKKA IGBO-EZE,FC/122/EN,OZOK JOHNSON OZOEMEKA,M,RBNP,7,8,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,HASSAN SOKODABO USMAN,M,PDP,81023,1,1
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,ANGULU ZAKARI YAMMA,M,APC,65123,2,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,YAHAYA SALIHU ZUBA,M,FJP,854,3,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,ISHAYA KAURA AUDU,M,SDP,196,4,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,JONAH K. TANYZHIT,M,ADC,86,5,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,HON. EMMAMNUEL AGBO,M,AD,73,6,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,NUSA OGIDAN,M,AAP,70,7,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,LATEEF ADEBOLA,M,NCP,67,8,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,BITRUS SUNDAY WANA,M,APM,56,9,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,ADAMU ZUBAIRU AGBAYA,M,LP,41,10,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,OFOEGBU CHINEMEZE PRINCE,M,ACD,30,11,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,OLUWATIMILEHIN BALOGUN JOHN,M,MPN,30,12,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,ODOEMENAM E. REX,M,JMPP,24,13,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,BUNDEPUUN OSBERT AUDU,M,APP,22,14,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,GOODLUCK OBI CHINWE,F,A,20,15,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,ABDULLAHI LAWAL MALUMFASHI,M,NFD,17,16,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,OCHEJA FRANCIS UNEKWU,M,MRDD,16,17,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,ABUBAKAR IBRAHIM,M,PT,15,18,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,DAVID JAMES,M,DA,11,19,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,SULEIMAN AISHA ANNE,F,GPN,8,20,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,ISIAKA ABDULLAHI,M,ANP,0,21,0
house,2019,FCT,ABAJI/GWAGWALADA/KWALI/KUJE,FC/359/FCT,ABDUSALAM AISHA O,F,DPP,0,22,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,JIBA YOHANNA MICAH,M,PDP,174377,1,1
house,2019,FCT,AMAC/BWARI,FC/360/FCT,PAM AMANDA IYABODE,F,APC,82761,2,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,YAHUZA KWANASHIE OZOTU,M,APGA,3009,3,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,BARROW OMAGBITSE,M,ANRP,2887,4,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,DAUDA IFRAIMU,M,SDP,2380,5,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,CHINOMSO NWACHUKWU BROWN,F,NUP,729,6,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,BONIFACE OMOZUAPO OBAKOGHIE,M,PPC,709,7,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,AGHEDO OSAHON PIUS,M,ANN,678,8,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,KUDAMBO YAKUBU,M,PPN,579,9,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,ANYATA PATRICK NKEM,M,ADC,525,10,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,AHANOTU CHIGOZIE KENNEDY,M,LP,460,11,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,IKECHUKWU CECELIA,F,FJP,319,12,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,AUTA LOIS,F,A,263,13,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,EZEBUIHE JOHN IFEANYICHUKWU,M,ANP,255,14,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,MOHAMMED ZAINAB F.,F,APM,203,15,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,JOHN AHMED DANJUMA,F,PT,191,16,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,OLANREWAJU FADIPE B,M,YES,191,17,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,PATRICK QUEENCY UBONG-ABASI,F,CAP,120,18,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,NWACHUKWU ANGEL,F,NCP,114,19,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,ODUNIYI ADEJOKE OMOYOSOLA,F,GDPN,99,20,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,BAKARE ABUBAKAR OLATUNJI,M,AAP,96,21,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,EWA THEOPHILUS NNANNA,M,ACD,81,22,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,ONWUAMAEZE IFEANYI,M,APP,81,23,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,ANTHONY ONAH EMMANUEL,M,JMPP,76,24,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,AVAZI EBENEZER,M,AD,72,25,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,ONUOHA MICHAEL UZOMA,M,GPN,57,26,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,EMMANUEL CHINWEUBA,M,MPN,56,27,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,ODIMBU CHUKWUKA NIXON,M,NRM,52,28,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,JAPHET JOEL,M,MRDD,49,29,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,ALI NURA,M,KP,48,30,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,OZOBU NKECHI,F,ASD,18,31,0
house,2019,FCT,AMAC/BWARI,FC/360/FCT,ABDULSALAMI YUNUSA,M,DA,18,32,0
house,2019,Gombe,AKKO,FC/123/GM,BELLO USMAN A KUMO,M,APC,57490,1,1
house,2019,Gombe,AKKO,FC/123/GM,AHMAD AISHATU,M,PDP,28631,2,0
house,2019,Gombe,AKKO,FC/123/GM,SALEH ZAINUDEEN,M,PRP,1343,3,0
house,2019,Gombe,AKKO,FC/123/GM,MAIGAIRI IBRAHIM,M,PDC,276,4,0
house,2019,Gombe,AKKO,FC/123/GM,ABDULLAHI ABUBAKAR,M,ADC,274,5,0
house,2019,Gombe,AKKO,FC/123/GM,ARDO USMAN KUMO,M,APGA,110,6,0
house,2019,Gombe,AKKO,FC/123/GM,SULAIMAN MUHAMMED,M,NRM,29,7,0
house,2019,Gombe,AKKO,FC/123/GM,MUSTAPHA HADI ADAMU,M,NDLP,25,8,0
house,2019,Gombe,AKKO,FC/123/GM,AHMED ZAILAN,M,UPN,22,9,0
house,2019,Gombe,AKKO,FC/123/GM,ADAMU BALA,M,CAP,17,10,0
house,2019,Gombe,AKKO,FC/123/GM,GARBA AUDU ISAH,M,MPN,14,11,0
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,MELA VICTOR,M,APC,45112,1,1
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,ISA ALI,M,PDP,35385,2,0
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,APPOLOS YERIMA,M,ABP,1575,3,0
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,ABUBAKAR HANNA REME,M,ADC,307,4,0
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,BAKAYO HADIZA,F,PDC,296,5,0
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,ADAMU HASIMUA,M,PRP,232,6,0
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,MUSA ALIYU,M,PDM,78,7,0
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,BUBA EMMANUEL LAWRENCE,M,DPP,64,8,0
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,IDRIS ELEKANAH,M,CAP,32,9,0
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,STEPHEN BAKAMALE,M,JMPP,21,10,0
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,GALADIMA LASANI,M,UPN,12,11,0
house,2019,Gombe,BALANGA BILLIRI,FC/125/GM,PADA LOIS J.,M,A,10,12,0
house,2019,Gombe,DUKKU/NAFADA,FC/128/GM,AISHATU JIBRIL DUKKU,F,APC,40122,1,1
house,2019,Gombe,DUKKU/NAFADA,FC/128/GM,SAIDU ADAMU JODOMA,M,PDP,21474,2,0
house,2019,Gombe,DUKKU/NAFADA,FC/128/GM,SHEHU TUKUR ALKALI,M,NNPP,1265,3,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,BAUCHI YAYA TANGO,M,APC,173416,1,1
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,ABUBAKAR SHEHU DURBI,M,PDP,57365,2,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,USMAN UMAR ADAMU,M,DPP,11850,3,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,DANBAGAZA ALIYU INUWA,M,SDP,11589,4,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,MOHAMMED SAIDU,M,NNPP,4083,5,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,AUWAL ELAHMAD,M,ADC,600,6,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,KANAWA ABDULHAHI ABUBAKAR,M,ASD,278,7,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,AUWAL IBRAHIM,M,DA,194,8,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,MOHAMMED ABUBAKAR,M,PRP,133,9,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,MOHAMMED UMAR,M,AD,103,10,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,SABIU DAMANDA Y,M,ACD,100,11,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,MUHAMMAD ADAMU AHMED,M,HDP,66,12,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,ZUBAIRU ISMAILA,M,NRM,49,13,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,ADAMU SANI ADAMU,M,DA,46,14,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,ABUBAKAR IBRAHIM,M,CAP,44,15,0
house,2019,Gombe,GOMBE/KWAMI/FUNAKAYE,FC/127/GM,ADAMU AISHATU,F,A,34,16,0
house,2019,Gombe,KALTUNGO SHONGOM,FC/126/GM,KARU SIMON ELISHA,M,APC,35316,1,1
house,2019,Gombe,KALTUNGO SHONGOM,FC/126/GM,KALBA GORA ADAMU,M,PDP,28661,2,0
house,2019,Gombe,KALTUNGO SHONGOM,FC/126/GM,EVELYN OKSAKEL N,F,ABP,726,3,0
house,2019,Gombe,KALTUNGO SHONGOM,FC/126/GM,ARAMA ABBAS,M,ADC,149,4,0
house,2019,Gombe,KALTUNGO SHONGOM,FC/126/GM,KWARI BUBA,M,PRP,42,5,0
house,2019,Gombe,KALTUNGO SHONGOM,FC/126/GM,YUSUF DANLADI,M,PRP,31,6,0
house,2019,Gombe,KALTUNGO SHONGOM,FC/126/GM,YUSUF DAVID LAT,M,DPP,24,7,0
house,2019,Gombe,KALTUNGO SHONGOM,FC/126/GM,TIJANI ALIYU,M,UPN,12,8,0
house,2019,Gombe,KALTUNGO SHONGOM,FC/126/GM,AYUBA JOSEPH,M,CAP,3,9,0
house,2019,Gombe,YAMALTU/ DEBA,FC/124/GM,ABUBAKAR YUNUSA AHMED,M,APC,45315,1,1
house,2019,Gombe,YAMALTU/ DEBA,FC/124/GM,GARBA INUWA,M,PDP,30420,2,0
house,2019,Gombe,YAMALTU/ DEBA,FC/124/GM,IBRAHIM MOHAMMED KALAGAR,M,ADC,408,3,0
house,2019,Gombe,YAMALTU/ DEBA,FC/124/GM,MOHAMMED GARBA NDOGO,M,PDM,152,4,0
house,2019,Gombe,YAMALTU/ DEBA,FC/124/GM,MUNKAILA YAKUBU,M,SDP,137,5,0
house,2019,Gombe,YAMALTU/ DEBA,FC/124/GM,KUDI SARATU KUDI,F,ABP,59,6,0
house,2019,Gombe,YAMALTU/ DEBA,FC/124/GM,LUKMAN HASSAN TONGA,M,NRP,25,7,0
house,2019,Gombe,YAMALTU/ DEBA,FC/124/GM,ABUBAKAR MUSA HINNA,M,DPP,23,8,0
house,2019,Gombe,YAMALTU/ DEBA,FC/124/GM,DANIEL SOLOMON,M,UPN,23,9,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,BEDE UCHENNA EKE,M,PDP,37714,1,1
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,AMAJI RIONWU BYEDEN.O,M,APC,12274,2,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,OKECHUKWU EMERONYE CHRISTOPHER,M,APGA,7011,3,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,AGUARA PATRICK,M,AC,3151,4,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,ONWUSONYE GRACE CHIKA,F,LP,125,5,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,KAMARU JUSTINA O,M,SDP,88,6,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,JAMES NGOZIE OKERE,M,ZLP,49,7,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,OKOYE CHIOMA GLORIAF,F,APDA,42,8,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,OGBONNA CHUKWUMA EMMANUEL,M,UPP,42,9,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,AKUBUKO MORGAN O,M,NDLP,26,10,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,NKWOJACHA CHUKWUEMEKA RAPHAEL,M,DPP,21,11,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,NWONSU NDUDI,M,NEPP,19,12,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,NJOKU CHIWENDU ADANNA,F,APP,16,13,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,OBASI OZIOMA S,M,PPC,16,14,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,OKEREKE EUSTACE CHUKWUEMEKA,M,ID,11,15,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,EMMA OGBONNA CHUKWUMA,M,YPP,7,16,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,KAJI NOEL,M,PRP,4,17,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,NMEZI EVELYN NGOZI,F,NRM,3,18,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,IBE IHEKOWANE,M,DA,0,19,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,OSUNJI EMMANUEL FORYUNEM,M,GDPM,0,20,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,BAGWU UCHENNA,M,PPN,0,21,0
house,2019,Imo,ABOR-MBAISE-NGOR- OKPALA,FC/129/IM,UWALAKA OBIOMA BENJAMIN,M,UPC,0,22,0
house,2019,Imo,AHIAZU/MBAISE/EZIHITTE,FC/136/IM,EMEKA MARTINS CHINEDU,M,PDP,35579,1,1
house,2019,Imo,AHIAZU/MBAISE/EZIHITTE,FC/136/IM,RAPHAEL UZOCHI IGBOKWE,M,APC,8290,2,0
house,2019,Imo,AHIAZU/MBAISE/EZIHITTE,FC/136/IM,MARCELLINUS OGUH CHINAGOROM,M,APGA,3149,3,0
house,2019,Imo,AHIAZU/MBAISE/EZIHITTE,FC/136/IM,DARLINGTON AMAECHI IFEANYI,M,ADC,473,4,0
house,2019,Imo,AHIAZU/MBAISE/EZIHITTE,FC/136/IM,IBEJI KEMKA SOLOMON,M,UPP,361,5,0
house,2019,Imo,AHIAZU/MBAISE/EZIHITTE,FC/136/IM,OJUKWU CHUKWUMA C,M,SDP,291,6,0
