state,lga,party,votes
Bauchi,Jama'are,APC,11865
Bauchi,Jama'are,LP,17
Bauchi,Jama'are,NNPP,3253
Bauchi,Jama'are,PDP,13693
Bauchi,Katagum,APC,35774
Bauchi,Katagum,LP,37
Bauchi,Katagum,NNPP,2376
Bauchi,Katagum,PDP,25218
Bauchi,Kirfi,APC,11631
Bauchi,Kirfi,LP,33
Bauchi,Kirfi,NNPP,3571
Bauchi,Kirfi,PDP,13454
Bauchi,Misau,APC,26448
Bauchi,Misau,LP,42
Bauchi,Misau,NNPP,1820
Bauchi,Misau,PDP,16351
Bauchi,Ningi,APC,23795
Bauchi,Ningi,LP,37
Bauchi,Ningi,NNPP,4178
Bauchi,Ningi,PDP,29515
Bauchi,Shira,APC,21644
Bauchi,Shira,LP,14
Bauchi,Shira,NNPP,2536
Bauchi,Shira,PDP,25373
Bauchi,Tafawa Balewa,APC,22928
Bauchi,Tafawa Balewa,LP,183
Bauchi,Tafawa Balewa,NNPP,3166
Bauchi,Tafawa Balewa,PDP,35100
Bauchi,Toro,APC,29848
Bauchi,Toro,LP,88
Bauchi,Toro,NNPP,3634
Bauchi,Toro,PDP,65456
Bauchi,Warji,APC,11783
Bauchi,Warji,LP,19
Bauchi,Warji,NNPP,1812
Bauchi,Warji,PDP,20416
Bauchi,Zaki,APC,19637
Bauchi,Zaki,LP,8
Bauchi,Zaki,NNPP,1415
Bauchi,Zaki,PDP,26420
Bayelsa,Brass,APC,18431
Bayelsa,Brass,PDP,12602
Bayelsa,Brass,OTHERS,178
Bayelsa,Ekeremor,APC,8445
Bayelsa,Ekeremor,PDP,23172
Bayelsa,Ekeremor,OTHERS,124
Bayelsa,Kolokuma/Opokuma,APC,5344
Bayelsa,Kolokuma/Opokuma,PDP,18465
Bayelsa,Kolokuma/Opokuma,OTHERS,109
Bayelsa,Nembe,APC,22248
Bayelsa,Nembe,PDP,4556
Bayelsa,Nembe,OTHERS,232
Bayelsa,Ogbia,APC,16319
Bayelsa,Ogbia,PDP,18435
Bayelsa,Ogbia,OTHERS,217
Bayelsa,Sagbama,APC,6608
Bayelsa,Sagbama,PDP,35504
Bayelsa,Sagbama,OTHERS,355
Bayelsa,Southern Ijaw,APC,18174
Bayelsa,Southern Ijaw,PDP,24685
Bayelsa,Southern Ijaw,OTHERS,299
Bayelsa,Yenagoa,APC,14534
Bayelsa,Yenagoa,PDP,37777
Bayelsa,Yenagoa,OTHERS,741
Benue,Ado,APC,8662
Benue,Ado,LP,308
Benue,Ado,PDP,4379
Benue,Agatu,APC,7482
Benue,Agatu,LP,216
Benue,Agatu,PDP,9934
Benue,Apa,APC,7925
Benue,Apa,LP,465
Benue,Apa,PDP,7806
Benue,Buruku,APC,34713
Benue,Buruku,LP,1155
Benue,Buruku,PDP,9513
Benue,Gboko,APC,53985
Benue,Gboko,LP,1493
Benue,Gboko,PDP,18773
Benue,Guma,APC,15371
Benue,Guma,LP,535
Benue,Guma,PDP,22083
Benue,Gwer East,APC,20083
Benue,Gwer East,LP,1272
Benue,Gwer East,PDP,12085
Benue,Gwer West,APC,10947
Benue,Gwer West,LP,1509
Benue,Gwer West,PDP,13609
Benue,Katsina-Ala,APC,34347
Benue,Katsina-Ala,LP,178
Benue,Katsina-Ala,PDP,6716
Benue,Konshisha,APC,13997
Benue,Konshisha,LP,21606
Benue,Konshisha,PDP,5905
Benue,Logo,APC,15574
Benue,Logo,LP,296
Benue,Logo,PDP,16385
Benue,Makurdi,APC,56432
Benue,Makurdi,LP,3792
Benue,Makurdi,PDP,12329
Benue,Obi,APC,9897
Benue,Obi,LP,1185
Benue,Obi,PDP,6267
Benue,Ogbadibo,APC,7627
Benue,Ogbadibo,LP,405
Benue,Ogbadibo,PDP,6032
Benue,Ohimini,APC,7233
Benue,Ohimini,LP,973
Benue,Ohimini,PDP,6785
Benue,Oju,APC,17245
Benue,Oju,LP,1611
Benue,Oju,PDP,8811
Benue,Okpokwu,APC,9326
Benue,Okpokwu,LP,1039
Benue,Okpokwu,PDP,8634
Benue,Oturkpo,APC,19430
Benue,Oturkpo,LP,2187
Benue,Oturkpo,PDP,12834
Benue,Tarka,APC,16422
Benue,Tarka,LP,175
Benue,Tarka,PDP,3748
Benue,Ukum,APC,28503
Benue,Ukum,LP,439
Benue,Ukum,PDP,9418
Benue,Ushongo,APC,31946
Benue,Ushongo,LP,913
Benue,Ushongo,PDP,8879
Benue,Vandeikya,APC,46786
Benue,Vandeikya,LP,129
Benue,Vandeikya,PDP,12988
Borno,Kaga,APC,9523
Borno,Kaga,PDP,1091
Borno,Magumeri,APC,10428
Borno,Magumeri,PDP,151
Borno,Mafa,APC,23615
Borno,Mafa,PDP,83
Borno,Dikwa,APC,17294
Borno,Dikwa,PDP,765
Borno,Jere,APC,45247
Borno,Jere,PDP,2785
Borno,Nganzai,APC,8078
Borno,Nganzai,PDP,150
Borno,Guzamala,APC,18341
Borno,Guzamala,PDP,200
Borno,Konduga,APC,21272
Borno,Konduga,PDP,557
Borno,Gubio,APC,37260
Borno,Gubio,PDP,485
Borno,Kwaya Kusar,APC,11497
Borno,Kwaya Kusar,PDP,6090
Borno,Mobbar,APC,8882
Borno,Mobbar,PDP,250
Borno,Chibok,APC,8134
Borno,Chibok,PDP,5451
Borno,Damboa,APC,21837
Borno,Damboa,PDP,4525
Borno,Bayo,APC,16157
Borno,Bayo,PDP,1370
Borno,Ngala,APC,17602
Borno,Ngala,PDP,115
Borno,Ngala,LP,1
Borno,Abadam,APC,6193
Borno,Abadam,PDP,252
Borno,Kala Balge,APC,9805
Borno,Kala Balge,PDP,517
Borno,Shani,APC,18018
Borno,Shani,PDP,5858
Borno,Shani,LP,67
Borno,Maiduguri,APC,80942
Borno,Maiduguri,PDP,7365
Borno,Maiduguri,LP,41
Borno,Gwoza,APC,22801
Borno,Gwoza,PDP,2449
Borno,Gwoza,LP,67
Borno,Monguno,APC,17189
Borno,Monguno,PDP,280
Borno,Monguno,LP,0
Borno,Bama,APC,30047
Borno,Bama,PDP,1682
Borno,Bama,LP,11
Borno,Askira/Uba,APC,18667
Borno,Askira/Uba,PDP,1179
Borno,Askira/Uba,LP,66
Borno,Marte,APC,12081
Borno,Marte,PDP,57
Borno,Marte,LP,0
Cross River,Abi,APC,9861
Cross River,Abi,PDP,8816
Cross River,Abi,OTHERS,659
Cross River,Akamkpa,APC,10529
Cross River,Akamkpa,PDP,6935
Cross River,Akamkpa,OTHERS,262
Cross River,Akpabuyo,APC,10410
Cross River,Akpabuyo,PDP,5938
Cross River,Akpabuyo,OTHERS,461
Cross River,Bakassi,APC,1632
Cross River,Bakassi,PDP,316
Cross River,Bakassi,OTHERS,46
Cross River,Bekwarra,APC,11839
Cross River,Bekwarra,PDP,12129
Cross River,Bekwarra,OTHERS,611
Cross River,Biase,APC,11626
Cross River,Biase,PDP,7079
Cross River,Biase,OTHERS,387
Cross River,Boki,APC,17355
Cross River,Boki,PDP,15303
Cross River,Boki,OTHERS,520
Cross River,Calabar Municipal,APC,20320
Cross River,Calabar Municipal,PDP,15882
Cross River,Calabar Municipal,OTHERS,1674
Cross River,Calabar South,APC,28340
Cross River,Calabar South,PDP,7980
Cross River,Calabar South,OTHERS,951
Cross River,Etung,APC,5205
Cross River,Etung,PDP,5139
Cross River,Etung,OTHERS,152
Cross River,Ikom,APC,12883
Cross River,Ikom,PDP,14158
Cross River,Ikom,OTHERS,528
Cross River,Obanliku,APC,10386
Cross River,Obanliku,PDP,10100
Cross River,Obanliku,OTHERS,125
Cross River,Obubra,APC,13371
Cross River,Obubra,PDP,10945
Cross River,Obubra,OTHERS,1118
Cross River,Obudu,APC,21599
Cross River,Obudu,PDP,12461
Cross River,Obudu,OTHERS,1258
Cross River,Odukpani,APC,13622
Cross River,Odukpani,PDP,3971
Cross River,Odukpani,OTHERS,1418
Cross River,Ogoja,APC,16162
Cross River,Ogoja,PDP,17483
Cross River,Ogoja,OTHERS,1418
Cross River,Yakurr,APC,17684
Cross River,Yakurr,PDP,9208
Cross River,Yakurr,OTHERS,2922
Cross River,Yala,APC,24793
Cross River,Yala,PDP,15793
Cross River,Yala,OTHERS,1255
Delta,Aniocha North,APC,4386
Delta,Aniocha North,LP,1883
Delta,Aniocha North,PDP,8938
Delta,Aniocha North,OTHERS,1109
Delta,Aniocha South,APC,4623
Delta,Aniocha South,LP,5107
Delta,Aniocha South,PDP,10032
Delta,Aniocha South,OTHERS,706
Delta,Bomadi,APC,4728
Delta,Bomadi,LP,100
Delta,Bomadi,PDP,12340
Delta,Bomadi,OTHERS,391
Delta,Burutu,APC,11736
Delta,Burutu,LP,123
Delta,Burutu,PDP,12641
Delta,Burutu,OTHERS,462
Delta,Ethiope East,APC,11600
Delta,Ethiope East,LP,530
Delta,Ethiope East,PDP,13030
Delta,Ethiope East,OTHERS,2654
Delta,Ethiope West,APC,6758
Delta,Ethiope West,LP,304
Delta,Ethiope West,PDP,7065
Delta,Ethiope West,OTHERS,247
Delta,Ika North East,APC,4733
Delta,Ika North East,LP,1990
Delta,Ika North East,PDP,26760
Delta,Ika North East,OTHERS,325
Delta,Ika South,APC,6790
Delta,Ika South,LP,4495
Delta,Ika South,PDP,15283
Delta,Ika South,OTHERS,581
Delta,Isoko North,APC,10811
Delta,Isoko North,LP,894
Delta,Isoko North,PDP,15899
Delta,Isoko North,OTHERS,728
Delta,Isoko South,APC,15954
Delta,Isoko South,LP,492
Delta,Isoko South,PDP,19963
Delta,Isoko South,OTHERS,1700
Delta,Ndokwa East,APC,9044
Delta,Ndokwa East,LP,251
Delta,Ndokwa East,PDP,10146
Delta,Ndokwa East,OTHERS,402
Delta,Ndokwa West,APC,10252
Delta,Ndokwa West,LP,935
Delta,Ndokwa West,PDP,15539
Delta,Ndokwa West,OTHERS,263
Delta,Okpe,APC,8679
Delta,Okpe,LP,1155
Delta,Okpe,PDP,14544
Delta,Okpe,OTHERS,649
Delta,Oshimili North,APC,5327
Delta,Oshimili North,LP,2183
Delta,Oshimili North,PDP,35966
Delta,Oshimili North,OTHERS,1892
Delta,Oshimili South,APC,4763
Delta,Oshimili South,LP,10148
Delta,Oshimili South,PDP,23149
Delta,Oshimili South,OTHERS,470
Delta,Patani,APC,4743
Delta,Patani,LP,85
Delta,Patani,PDP,6069
Delta,Patani,OTHERS,286
Delta,Sapele,APC,12090
Delta,Sapele,LP,1458
Delta,Sapele,PDP,15217
Delta,Sapele,OTHERS,1050
Delta,Udu,APC,13769
Delta,Udu,LP,1886
Delta,Udu,PDP,9746
Delta,Udu,OTHERS,741
Delta,Ughelli North,APC,34955
Delta,Ughelli North,LP,1438
Delta,Ughelli North,PDP,15198
Delta,Ughelli North,OTHERS,1641
Delta,Ughelli South,APC,15620
Delta,Ughelli South,LP,571
Delta,Ughelli South,PDP,15513
Delta,Ughelli South,OTHERS,3116
Delta,Ukwuani,APC,7591
Delta,Ukwuani,LP,791
Delta,Ukwuani,PDP,14640
Delta,Ukwuani,OTHERS,574
Delta,Uvwie,APC,12389
Delta,Uvwie,LP,6340
Delta,Uvwie,PDP,9776
Delta,Uvwie,OTHERS,1758
Delta,Warri North,APC,4165
Delta,Warri North,LP,205
Delta,Warri North,PDP,10367
Delta,Warri North,OTHERS,402
Delta,Warri South,APC,11569
Delta,Warri South,LP,3743
Delta,Warri South,PDP,15299
Delta,Warri South,OTHERS,1157
Delta,Warri South West,APC,3770
Delta,Warri South West,LP,140
Delta,Warri South West,PDP,7114
Delta,Warri South West,OTHERS,109
Ebonyi,Ishielu,AA,7
Ebonyi,Ishielu,ADC,74
Ebonyi,Ishielu,ADP,32
Ebonyi,Ishielu,APC,10682
Ebonyi,Ishielu,APGA,3698
Ebonyi,Ishielu,APM,22
Ebonyi,Ishielu,APP,9
Ebonyi,Ishielu,LP,562
Ebonyi,Ishielu,NNPP,63
Ebonyi,Ishielu,NRM,20
Ebonyi,Ishielu,PDP,5207
Ebonyi,Ishielu,SDP,3
Ebonyi,Ishielu,YPP,21
Ebonyi,Afikpo North,AA,56
Ebonyi,Afikpo North,ADC,82
Ebonyi,Afikpo North,ADP,49
Ebonyi,Afikpo North,APC,11883
Ebonyi,Afikpo North,APGA,3626
Ebonyi,Afikpo North,APM,14
Ebonyi,Afikpo North,APP,5
Ebonyi,Afikpo North,LP,697
Ebonyi,Afikpo North,NNPP,70
Ebonyi,Afikpo North,NRM,28
Ebonyi,Afikpo North,PDP,10317
Ebonyi,Afikpo North,SDP,26
Ebonyi,Afikpo North,YPP,27
Ebonyi,Ikwo,AA,12
Ebonyi,Ikwo,ADC,68
Ebonyi,Ikwo,ADP,104
Ebonyi,Ikwo,APC,19967
Ebonyi,Ikwo,APGA,5770
Ebonyi,Ikwo,APM,34
Ebonyi,Ikwo,APP,10
Ebonyi,Ikwo,LP,410
Ebonyi,Ikwo,NNPP,69
Ebonyi,Ikwo,NRM,47
Ebonyi,Ikwo,PDP,11588
Ebonyi,Ikwo,SDP,10
Ebonyi,Ikwo,YPP,24
Ebonyi,Onicha,AA,127
Ebonyi,Onicha,ADC,38
Ebonyi,Onicha,ADP,26
Ebonyi,Onicha,APC,5140
Ebonyi,Onicha,APGA,1854
Ebonyi,Onicha,APM,8
Ebonyi,Onicha,APP,6
Ebonyi,Onicha,LP,651
Ebonyi,Onicha,NNPP,16
Ebonyi,Onicha,NRM,33
Ebonyi,Onicha,PDP,15503
Ebonyi,Onicha,SDP,4
Ebonyi,Onicha,YPP,6
Ebonyi,Ivo,AA,3
Ebonyi,Ivo,ADC,24
Ebonyi,Ivo,ADP,17
Ebonyi,Ivo,APC,6459
Ebonyi,Ivo,APGA,209
Ebonyi,Ivo,APM,6
Ebonyi,Ivo,APP,1
Ebonyi,Ivo,LP,615
Ebonyi,Ivo,NNPP,101
Ebonyi,Ivo,NRM,20
Ebonyi,Ivo,PDP,3111
Ebonyi,Ivo,SDP,2
Ebonyi,Ivo,YPP,10
Ebonyi,Izzi,AA,5
Ebonyi,Izzi,ADC,36
Ebonyi,Izzi,ADP,34
Ebonyi,Izzi,APC,49481
Ebonyi,Izzi,APGA,94
Ebonyi,Izzi,APM,13
Ebonyi,Izzi,APP,4
Ebonyi,Izzi,LP,333
Ebonyi,Izzi,NNPP,28
Ebonyi,Izzi,NRM,8
Ebonyi,Izzi,PDP,1429
Ebonyi,Izzi,SDP,2
Ebonyi,Izzi,YPP,39
Ebonyi,Ohaozara,AA,10
Ebonyi,Ohaozara,ADC,35
Ebonyi,Ohaozara,ADP,30
Ebonyi,Ohaozara,APC,10903
Ebonyi,Ohaozara,APGA,1077
Ebonyi,Ohaozara,APM,10
Ebonyi,Ohaozara,APP,27
Ebonyi,Ohaozara,LP,358
Ebonyi,Ohaozara,NNPP,10
Ebonyi,Ohaozara,NRM,42
Ebonyi,Ohaozara,PDP,5003
Ebonyi,Ohaozara,SDP,2
Ebonyi,Ohaozara,YPP,5
Ebonyi,Ezza North,AA,68
Ebonyi,Ezza North,ADC,27
Ebonyi,Ezza North,ADP,34
Ebonyi,Ezza North,APC,3285
Ebonyi,Ezza North,APGA,16765
Ebonyi,Ezza North,APM,34
Ebonyi,Ezza North,APP,13
Ebonyi,Ezza North,LP,454
Ebonyi,Ezza North,NNPP,33
Ebonyi,Ezza North,NRM,13
Ebonyi,Ezza North,PDP,2344
Ebonyi,Ezza North,SDP,29
Ebonyi,Ezza North,YPP,6
Ebonyi,Ebonyi,AA,49
Ebonyi,Ebonyi,ADC,32
Ebonyi,Ebonyi,ADP,56
Ebonyi,Ebonyi,APC,20876
Ebonyi,Ebonyi,APGA,3221
Ebonyi,Ebonyi,APM,7
Ebonyi,Ebonyi,APP,7
Ebonyi,Ebonyi,LP,543
Ebonyi,Ebonyi,NNPP,79
Ebonyi,Ebonyi,NRM,11
Ebonyi,Ebonyi,PDP,3056
Ebonyi,Ebonyi,SDP,5
Ebonyi,Ebonyi,YPP,29
Enugu,Aninri,APC,902
Enugu,Aninri,APGA,498
Enugu,Aninri,LP,3431
Enugu,Aninri,PDP,6520
Enugu,Aninri,OTHERS,268
Enugu,Awgu,APC,1175
Enugu,Awgu,APGA,805
Enugu,Awgu,LP,5462
Enugu,Awgu,PDP,10668
Enugu,Awgu,OTHERS,829
Enugu,Enugu East,APC,622
Enugu,Enugu East,APGA,2779
Enugu,Enugu East,LP,12405
Enugu,Enugu East,PDP,12803
Enugu,Enugu East,OTHERS,365
Enugu,Enugu North,APC,563
Enugu,Enugu North,APGA,3108
Enugu,Enugu North,LP,9610
Enugu,Enugu North,PDP,9333
Enugu,Enugu North,OTHERS,548
Enugu,Enugu South,APC,560
Enugu,Enugu South,APGA,3110
Enugu,Enugu South,LP,7438
Enugu,Enugu South,PDP,10557
Enugu,Enugu South,OTHERS,431
Enugu,Ezeagu,APC,963
Enugu,Ezeagu,APGA,300
Enugu,Ezeagu,LP,5949
Enugu,Ezeagu,PDP,7576
Enugu,Ezeagu,OTHERS,253
Enugu,Igbo Etiti,APC,939
Enugu,Igbo Etiti,APGA,1259
Enugu,Igbo Etiti,LP,11941
Enugu,Igbo Etiti,PDP,8959
Enugu,Igbo Etiti,OTHERS,572
Enugu,Igbo Eze North,APC,541
Enugu,Igbo Eze North,APGA,250
Enugu,Igbo Eze North,LP,9955
Enugu,Igbo Eze North,PDP,8738
Enugu,Igbo Eze North,OTHERS,446
Enugu,Igbo Eze South,APC,927
Enugu,Igbo Eze South,APGA,246
Enugu,Igbo Eze South,LP,9680
Enugu,Igbo Eze South,PDP,4691
Enugu,Igbo Eze South,OTHERS,463
Enugu,Isi Uzo,APC,231
Enugu,Isi Uzo,APGA,42
Enugu,Isi Uzo,LP,12518
Enugu,Isi Uzo,PDP,6381
Enugu,Isi Uzo,OTHERS,212
Enugu,Nkanu East,APC,448
Enugu,Nkanu East,APGA,188
Enugu,Nkanu East,LP,1855
Enugu,Nkanu East,PDP,30350
Enugu,Nkanu East,OTHERS,117
Enugu,Nkanu West,APC,1676
Enugu,Nkanu West,APGA,1609
Enugu,Nkanu West,LP,2577
Enugu,Nkanu West,PDP,8382
Enugu,Nkanu West,OTHERS,222
Enugu,Nsukka,APC,1017
Enugu,Nsukka,APGA,1309
Enugu,Nsukka,LP,30294
Enugu,Nsukka,PDP,10886
Enugu,Nsukka,OTHERS,911
Enugu,Oji River,APC,1060
Enugu,Oji River,APGA,246
Enugu,Oji River,LP,7747
Enugu,Oji River,PDP,7365
Enugu,Oji River,OTHERS,289
Enugu,Udenu,APC,513
Enugu,Udenu,APGA,412
Enugu,Udenu,LP,11315
Enugu,Udenu,PDP,10148
Enugu,Udenu,OTHERS,566
Enugu,Udi,APC,1648
Enugu,Udi,APGA,1724
Enugu,Udi,LP,10109
Enugu,Udi,PDP,13633
Enugu,Udi,OTHERS,840
Enugu,Uzo Uwani,APC,1019
Enugu,Uzo Uwani,APGA,169
Enugu,Uzo Uwani,LP,5257
Enugu,Uzo Uwani,PDP,7298
Enugu,Uzo Uwani,OTHERS,154
Gombe,Akko,APC,50919
Gombe,Akko,PDP,36759
Gombe,Akko,OTHERS,4111
Gombe,Balanga,APC,25341
Gombe,Balanga,PDP,20085
Gombe,Balanga,OTHERS,2091
Gombe,Billiri,APC,14752
Gombe,Billiri,PDP,23066
Gombe,Billiri,OTHERS,4781
Gombe,Dukku,APC,35207
Gombe,Dukku,PDP,14181
Gombe,Dukku,OTHERS,2165
Gombe,Funakaye,APC,30371
Gombe,Funakaye,PDP,17332
Gombe,Funakaye,OTHERS,1018
Gombe,Gombe,APC,58645
Gombe,Gombe,PDP,31605
Gombe,Gombe,OTHERS,6501
Gombe,Kaltungo,APC,21015
Gombe,Kaltungo,PDP,21321
Gombe,Kaltungo,OTHERS,1817
Gombe,Kwami,APC,33956
Gombe,Kwami,PDP,17454
Gombe,Kwami,OTHERS,1581
Gombe,Nafada,APC,15025
Gombe,Nafada,PDP,9378
Gombe,Nafada,OTHERS,701
Gombe,Shongom,APC,13609
Gombe,Shongom,PDP,13412
Gombe,Shongom,OTHERS,1258
Gombe,Yamaltu/Deba,APC,43981
Gombe,Yamaltu/Deba,PDP,28538
Gombe,Yamaltu/Deba,OTHERS,3379
Imo,Oru East,APC,67315
Imo,Oru East,LP,3443
Imo,Oru East,PDP,2202
Imo,Njaba,APC,8110
Imo,Njaba,LP,995
Imo,Njaba,PDP,2404
Imo,Mbaitoli,APC,12556
Imo,Mbaitoli,LP,4007
Imo,Mbaitoli,PDP,5343
Imo,Ihitte Uboma,APC,11099
Imo,Ihitte Uboma,LP,2766
Imo,Ihitte Uboma,PDP,3077
Imo,Ideato North,APC,5271
Imo,Ideato North,LP,1522
Imo,Ideato North,PDP,2062
Imo,Ohaji/Egbema,APC,14962
Imo,Ohaji/Egbema,LP,1506
Imo,Ohaji/Egbema,PDP,3694
Imo,Orlu,APC,37614
Imo,Orlu,LP,1711
Imo,Orlu,PDP,2424
Imo,Nwangele,APC,29282
Imo,Nwangele,LP,895
Imo,Nwangele,PDP,2132
Imo,Onuimo,APC,13134
Imo,Onuimo,LP,1753
Imo,Onuimo,PDP,2676
Imo,Orsu,APC,18003
Imo,Orsu,LP,813
Imo,Orsu,PDP,624
Imo,Ehime Mbano,APC,6632
Imo,Ehime Mbano,LP,4958
Imo,Ehime Mbano,PDP,681
Imo,Ikeduru,APC,22356
Imo,Ikeduru,LP,1877
Imo,Ikeduru,PDP,7258
Imo,Owerri Municipal,APC,5324
Imo,Owerri Municipal,LP,2914
Imo,Owerri Municipal,PDP,2180
Imo,Aboh Mbaise,APC,9638
Imo,Aboh Mbaise,LP,2455
Imo,Aboh Mbaise,PDP,1724
Imo,Oguta,APC,57310
Imo,Oguta,LP,1941
Imo,Oguta,PDP,2653
Imo,Ezinihitte Mbaise,APC,8473
Imo,Ezinihitte Mbaise,LP,3332
Imo,Ezinihitte Mbaise,PDP,2737
Imo,Ezinihitte Mbaise,APGA,73
Imo,Isiala Mbano,APC,10860
Imo,Isiala Mbano,LP,2419
Imo,Isiala Mbano,PDP,1659
Imo,Owerri West,APC,9205
Imo,Owerri West,LP,2597
Imo,Owerri West,PDP,3305
Imo,Ngor Okpala,APC,14143
Imo,Ngor Okpala,LP,2716
Imo,Ngor Okpala,PDP,3451
Imo,Nkwerre,APC,22488
Imo,Nkwerre,LP,1320
Imo,Nkwerre,PDP,2632
Imo,Ahiazu Mbaise,APC,8369
Imo,Ahiazu Mbaise,LP,2214
Imo,Ahiazu Mbaise,PDP,3507
Imo,Isu,APC,11312
Imo,Isu,LP,1253
Imo,Isu,PDP,2508
Imo,Owerri North,APC,8536
Imo,Owerri North,LP,4386
Imo,Owerri North,PDP,3449
Imo,Oru West,APC,38726
Imo,Oru West,LP,1867
Imo,Oru West,PDP,987
Imo,Oru West,APGA,275
Imo,Obowo,APC,17514
Imo,Obowo,LP,3404
Imo,Obowo,PDP,711
Imo,Ideato South,APC,16891
Imo,Ideato South,LP,1649
Imo,Ideato South,PDP,2469
Imo,Okigwe,APC,55585
Imo,Okigwe,LP,2655
Imo,Okigwe,PDP,1688
Jigawa,Auyo,APC,25115
Jigawa,Auyo,LP,59
Jigawa,Auyo,NNPP,1400
Jigawa,Auyo,PDP,10424
Jigawa,Babura,APC,28041
Jigawa,Babura,LP,67
Jigawa,Babura,NNPP,2567
Jigawa,Babura,PDP,13172
Jigawa,Biriniwa,APC,21341
Jigawa,Biriniwa,LP,14
Jigawa,Biriniwa,NNPP,1199
Jigawa,Biriniwa,PDP,12149
Jigawa,Birnin Kudu,APC,33027
Jigawa,Birnin Kudu,LP,30
Jigawa,Birnin Kudu,NNPP,677
Jigawa,Birnin Kudu,PDP,35517
Jigawa,Buji,APC,15941
Jigawa,Buji,LP,7
Jigawa,Buji,NNPP,316
Jigawa,Buji,PDP,11447
Jigawa,Dutse,APC,30051
Jigawa,Dutse,LP,44
Jigawa,Dutse,NNPP,674
Jigawa,Dutse,PDP,28464
Jigawa,Gagarawa,APC,12752
Jigawa,Gagarawa,LP,31
Jigawa,Gagarawa,NNPP,1405
Jigawa,Gagarawa,PDP,8704
Jigawa,Garki,APC,26031
Jigawa,Garki,LP,33
Jigawa,Garki,NNPP,3199
Jigawa,Garki,PDP,12449
Jigawa,Gumel,APC,12921
Jigawa,Gumel,LP,5
Jigawa,Gumel,NNPP,137
Jigawa,Gumel,PDP,9132
Jigawa,Guri,APC,17384
Jigawa,Guri,LP,9
Jigawa,Guri,NNPP,2267
Jigawa,Guri,PDP,6829
Jigawa,Gwaram,APC,34394
Jigawa,Gwaram,LP,309
Jigawa,Gwaram,NNPP,1057
Jigawa,Gwaram,PDP,33832
Jigawa,Gwiwa,APC,17526
Jigawa,Gwiwa,LP,14
Jigawa,Gwiwa,NNPP,368
Jigawa,Gwiwa,PDP,6959
Jigawa,Hadejia,APC,28381
Jigawa,Hadejia,LP,50
Jigawa,Hadejia,NNPP,2001
Jigawa,Hadejia,PDP,4304
Jigawa,Jahun,APC,31376
Jigawa,Jahun,LP,17
Jigawa,Jahun,NNPP,1127
Jigawa,Jahun,PDP,21106
Jigawa,Kafin Hausa,APC,35458
Jigawa,Kafin Hausa,LP,25
Jigawa,Kafin Hausa,NNPP,755
Jigawa,Kafin Hausa,PDP,17049
Jigawa,Kaugama,APC,23557
Jigawa,Kaugama,LP,20
Jigawa,Kaugama,NNPP,2165
Jigawa,Kaugama,PDP,13658
Jigawa,Kazaure,APC,13650
Jigawa,Kazaure,LP,34
Jigawa,Kazaure,NNPP,559
Jigawa,Kazaure,PDP,10138
Jigawa,Kiri Kasama,APC,22255
Jigawa,Kiri Kasama,LP,11
Jigawa,Kiri Kasama,NNPP,1462
Jigawa,Kiri Kasama,PDP,10586
Jigawa,Kiyawa,APC,25397
Jigawa,Kiyawa,LP,10
Jigawa,Kiyawa,NNPP,486
Jigawa,Kiyawa,PDP,16363
Jigawa,Maigatari,APC,19321
Jigawa,Maigatari,LP,11
Jigawa,Maigatari,NNPP,481
Jigawa,Maigatari,PDP,13161
Jigawa,Malam Madori,APC,20538
Jigawa,Malam Madori,LP,25
Jigawa,Malam Madori,NNPP,914
Jigawa,Malam Madori,PDP,10692
Jigawa,Miga,APC,18537
Jigawa,Miga,LP,8
Jigawa,Miga,NNPP,705
Jigawa,Miga,PDP,11520
Jigawa,Ringim,APC,32475
Jigawa,Ringim,LP,44
Jigawa,Ringim,NNPP,7809
Jigawa,Ringim,PDP,12318
Jigawa,Roni,APC,15697
Jigawa,Roni,LP,0
Jigawa,Roni,NNPP,258
Jigawa,Roni,PDP,7419
Jigawa,Sule Tankarkar,APC,22819
Jigawa,Sule Tankarkar,LP,21
Jigawa,Sule Tankarkar,NNPP,1305
Jigawa,Sule Tankarkar,PDP,14512
Jigawa,Taura,APC,25991
Jigawa,Taura,LP,35
Jigawa,Taura,NNPP,1569
Jigawa,Taura,PDP,11753
Jigawa,Yankwashi,APC,8473
Jigawa,Yankwashi,LP,26
Jigawa,Yankwashi,NNPP,294
Jigawa,Yankwashi,PDP,5069
Kaduna,Kaura,APC,7748
Kaduna,Kaura,PDP,15108
Kaduna,Kaura,LP,12950
Kaduna,Kaura,NNPP,618
Kaduna,Giwa,APC,30773
Kaduna,Giwa,PDP,28869
Kaduna,Giwa,LP,221
Kaduna,Giwa,NNPP,547
Kaduna,Sanga,APC,12338
Kaduna,Sanga,PDP,13119
Kaduna,Sanga,LP,2135
Kaduna,Sanga,NNPP,457
Kaduna,Kajuru,APC,8271
Kaduna,Kajuru,PDP,23125
Kaduna,Kajuru,LP,1773
Kaduna,Kajuru,NNPP,982
Kaduna,Jaba,APC,7564
Kaduna,Jaba,PDP,14616
Kaduna,Jaba,LP,2871
Kaduna,Jaba,NNPP,174
Kaduna,Makarfi,APC,25670
Kaduna,Makarfi,PDP,26128
Kaduna,Makarfi,LP,278
