state,lga,party,votes
Rivers,Akuku-Toru,OTHERS,931
Rivers,Andoni,APC,3149
Rivers,Andoni,PDP,8319
Rivers,Andoni,SDP,1185
Rivers,Andoni,OTHERS,618
Rivers,Asari-Toru,APC,4209
Rivers,Asari-Toru,PDP,12663
Rivers,Asari-Toru,SDP,179
Rivers,Asari-Toru,OTHERS,1271
Rivers,Bonny,APC,3285
Rivers,Bonny,PDP,8032
Rivers,Bonny,SDP,559
Rivers,Bonny,OTHERS,1571
Rivers,Degema,APC,3107
Rivers,Degema,PDP,4437
Rivers,Degema,SDP,579
Rivers,Degema,OTHERS,1006
Rivers,Eleme,APC,2662
Rivers,Eleme,PDP,8414
Rivers,Eleme,SDP,2251
Rivers,Eleme,OTHERS,920
Rivers,Emohua,APC,5916
Rivers,Emohua,PDP,20600
Rivers,Emohua,SDP,805
Rivers,Emohua,OTHERS,1270
Rivers,Etche,APC,6408
Rivers,Etche,PDP,16043
Rivers,Etche,SDP,2586
Rivers,Etche,OTHERS,1283
Rivers,Gokana,APC,7410
Rivers,Gokana,PDP,17455
Rivers,Gokana,SDP,13840
Rivers,Gokana,OTHERS,755
Rivers,Ikwerre,APC,7503
Rivers,Ikwerre,PDP,13716
Rivers,Ikwerre,SDP,1447
Rivers,Ikwerre,OTHERS,1424
Rivers,Khana,APC,620
Rivers,Khana,PDP,9475
Rivers,Khana,SDP,5846
Rivers,Khana,OTHERS,494
Rivers,Obio-Akpor,APC,7361
Rivers,Obio-Akpor,PDP,45065
Rivers,Obio-Akpor,SDP,3056
Rivers,Obio-Akpor,OTHERS,10083
Rivers,Ogba–Egbema–Ndoni,APC,6811
Rivers,Ogba–Egbema–Ndoni,PDP,17729
Rivers,Ogba–Egbema–Ndoni,SDP,3450
Rivers,Ogba–Egbema–Ndoni,OTHERS,3391
Rivers,Ogu–Bolo,APC,1524
Rivers,Ogu–Bolo,PDP,7103
Rivers,Ogu–Bolo,SDP,310
Rivers,Ogu–Bolo,OTHERS,528
Rivers,Okrika,APC,2719
Rivers,Okrika,PDP,10342
Rivers,Okrika,SDP,822
Rivers,Okrika,OTHERS,1719
Rivers,Omuma,APC,2127
Rivers,Omuma,PDP,8760
Rivers,Omuma,SDP,804
Rivers,Omuma,OTHERS,234
Rivers,Opobo–Nkoro,APC,1246
Rivers,Opobo–Nkoro,PDP,11538
Rivers,Opobo–Nkoro,SDP,159
Rivers,Opobo–Nkoro,OTHERS,246
Rivers,Oyigbo,APC,2793
Rivers,Oyigbo,PDP,9886
Rivers,Oyigbo,SDP,796
Rivers,Oyigbo,OTHERS,3086
Rivers,Port Harcourt,APC,8954
Rivers,Port Harcourt,PDP,26892
Rivers,Port Harcourt,SDP,3974
Rivers,Port Harcourt,OTHERS,6689
Rivers,Tai,APC,295
Rivers,Tai,PDP,9276
Rivers,Tai,SDP,508
Rivers,Tai,OTHERS,148
Sokoto,Sokoto South,APC,37114
Sokoto,Sokoto South,PDP,33363
Sokoto,Wamakko,APC,36233
Sokoto,Wamakko,PDP,27642
Sokoto,Sokoto North,APC,35333
Sokoto,Sokoto North,PDP,33190
Sokoto,Tambuwal,APC,29489
Sokoto,Tambuwal,PDP,32779
Sokoto,Sabon Birni,APC,26884
Sokoto,Sabon Birni,PDP,20680
Sokoto,Illela,APC,23484
Sokoto,Illela,PDP,19169
Sokoto,Dange Shuni,APC,22690
Sokoto,Dange Shuni,PDP,18506
Sokoto,Gada,APC,19969
Sokoto,Gada,PDP,18434
Sokoto,Gwadabawa,APC,19036
Sokoto,Gwadabawa,PDP,16652
Sokoto,Bodinga,APC,18986
Sokoto,Bodinga,PDP,16440
Sokoto,Kware,APC,18644
Sokoto,Kware,PDP,18161
Sokoto,Wurno,APC,17350
Sokoto,Wurno,PDP,13099
Sokoto,Goronyo,APC,16567
Sokoto,Goronyo,PDP,17323
Sokoto,Tangaza,APC,16254
Sokoto,Tangaza,PDP,9705
Sokoto,Isa,APC,13632
Sokoto,Isa,PDP,15117
Sokoto,Kebbe,APC,14902
Sokoto,Kebbe,PDP,14619
Sokoto,Yabo,APC,14729
Sokoto,Yabo,PDP,12014
Sokoto,Shagari,APC,14264
Sokoto,Shagari,PDP,13893
Sokoto,Binji,APC,13410
Sokoto,Binji,PDP,11078
Sokoto,Rabah,APC,12759
Sokoto,Rabah,PDP,11120
Sokoto,Gudu,APC,12118
Sokoto,Gudu,PDP,10718
Sokoto,Silame,APC,9983
Sokoto,Silame,PDP,10885
Sokoto,Tureta,APC,9831
Sokoto,Tureta,PDP,10045
Taraba,Wukari,APC,4387
Taraba,Wukari,NNPP,15230
Taraba,Wukari,PDP,52024
Taraba,Jalingo,A,63
Taraba,Jalingo,AA,143
Taraba,Jalingo,AAC,14
Taraba,Jalingo,ADC,65
Taraba,Jalingo,ADP,64
Taraba,Jalingo,APC,5994
Taraba,Jalingo,APGA,76
Taraba,Jalingo,APM,136
Taraba,Jalingo,APP,35
Taraba,Jalingo,BP,16
Taraba,Jalingo,LP,441
Taraba,Jalingo,NNPP,49424
Taraba,Jalingo,NRM,56
Taraba,Jalingo,PDP,20769
Taraba,Jalingo,PRP,212
Taraba,Jalingo,SDP,2381
Taraba,Jalingo,YPP,148
Taraba,Jalingo,ZLP,110
Taraba,Gassol,A,7
Taraba,Gassol,AA,119
Taraba,Gassol,AAC,2
Taraba,Gassol,ADC,35
Taraba,Gassol,ADP,20
Taraba,Gassol,APC,3430
Taraba,Gassol,APGA,44
Taraba,Gassol,APM,48
Taraba,Gassol,APP,12
Taraba,Gassol,BP,5
Taraba,Gassol,LP,305
Taraba,Gassol,NNPP,42825
Taraba,Gassol,NRM,22
Taraba,Gassol,PDP,10206
Taraba,Gassol,PRP,47
Taraba,Gassol,SDP,3536
Taraba,Gassol,YPP,87
Taraba,Gassol,ZLP,15
Taraba,Ussa,A,2
Taraba,Ussa,AA,1
Taraba,Ussa,AAC,1
Taraba,Ussa,ADC,34
Taraba,Ussa,ADP,49
Taraba,Ussa,APC,23315
Taraba,Ussa,APGA,99
Taraba,Ussa,APM,10
Taraba,Ussa,APP,1
Taraba,Ussa,LP,57
Taraba,Ussa,NNPP,103
Taraba,Ussa,NRM,8
Taraba,Ussa,PDP,6933
Taraba,Ussa,PRP,3997
Taraba,Ussa,SDP,668
Taraba,Ussa,YPP,2
Taraba,Ussa,ZLP,1
Taraba,Donga,APC,22493
Taraba,Donga,PDP,10470
Taraba,Zing,A,18
Taraba,Zing,AA,28
Taraba,Zing,AAC,37
Taraba,Zing,ADC,92
Taraba,Zing,ADP,78
Taraba,Zing,APC,7299
Taraba,Zing,APGA,123
Taraba,Zing,APM,87
Taraba,Zing,APP,35
Taraba,Zing,BP,17
Taraba,Zing,LP,107
Taraba,Zing,NNPP,2919
Taraba,Zing,NRM,106
Taraba,Zing,PDP,20182
Taraba,Zing,PRP,60
Taraba,Zing,SDP,254
Taraba,Zing,YPP,98
Taraba,Zing,ZLP,28
Taraba,Karim-Lamido,APC,6583
Taraba,Karim-Lamido,NNPP,12323
Taraba,Karim-Lamido,PDP,18140
Taraba,Bali,A,17
Taraba,Bali,AA,261
Taraba,Bali,AAC,15
Taraba,Bali,ADC,46
Taraba,Bali,ADP,46
Taraba,Bali,APC,7183
Taraba,Bali,APGA,413
Taraba,Bali,APM,74
Taraba,Bali,APP,10
Taraba,Bali,BP,9
Taraba,Bali,LP,192
Taraba,Bali,NNPP,15330
Taraba,Bali,NRM,45
Taraba,Bali,PDP,16126
Taraba,Bali,PRP,202
Taraba,Bali,SDP,497
Taraba,Bali,YPP,71
Taraba,Bali,ZLP,17
Taraba,Ibi,A,1
Taraba,Ibi,AA,111
Taraba,Ibi,AAC,5
Taraba,Ibi,ADC,20
Taraba,Ibi,ADP,10
Taraba,Ibi,APC,2416
Taraba,Ibi,APGA,178
Taraba,Ibi,APM,40
Taraba,Ibi,APP,6
Taraba,Ibi,BP,5
Taraba,Ibi,LP,76
Taraba,Ibi,NNPP,15564
Taraba,Ibi,NRM,16
Taraba,Ibi,PDP,8334
Taraba,Ibi,PRP,11
Taraba,Ibi,SDP,628
Taraba,Ibi,YPP,60
Taraba,Ibi,ZLP,6
Taraba,Ardo-Kola,A,5
Taraba,Ardo-Kola,AA,3
Taraba,Ardo-Kola,AAC,4
Taraba,Ardo-Kola,ADC,23
Taraba,Ardo-Kola,ADP,23
Taraba,Ardo-Kola,APC,2343
Taraba,Ardo-Kola,APGA,396
Taraba,Ardo-Kola,APM,74
Taraba,Ardo-Kola,APP,4
Taraba,Ardo-Kola,BP,3
Taraba,Ardo-Kola,LP,153
Taraba,Ardo-Kola,NNPP,14577
Taraba,Ardo-Kola,NRM,44
Taraba,Ardo-Kola,PDP,15034
Taraba,Ardo-Kola,PRP,25
Taraba,Ardo-Kola,SDP,1607
Taraba,Ardo-Kola,YPP,62
Taraba,Ardo-Kola,ZLP,16
Taraba,Lau,A,4
Taraba,Lau,AA,8
Taraba,Lau,AAC,4
Taraba,Lau,ADC,51
Taraba,Lau,ADP,117
Taraba,Lau,APC,5079
Taraba,Lau,APGA,32
Taraba,Lau,APM,46
Taraba,Lau,APP,5
Taraba,Lau,BP,5
Taraba,Lau,LP,118
Taraba,Lau,NNPP,10196
Taraba,Lau,NRM,56
Taraba,Lau,PDP,13368
Taraba,Lau,PRP,23
Taraba,Lau,SDP,631
Taraba,Lau,YPP,31
Taraba,Lau,ZLP,4
Taraba,Yorro,A,19
Taraba,Yorro,AA,48
Taraba,Yorro,AAC,30
Taraba,Yorro,ADC,84
Taraba,Yorro,ADP,59
Taraba,Yorro,APC,5282
Taraba,Yorro,APGA,217
Taraba,Yorro,APM,100
Taraba,Yorro,APP,201
Taraba,Yorro,BP,18
Taraba,Yorro,LP,281
Taraba,Yorro,NNPP,4072
Taraba,Yorro,NRM,17
Taraba,Yorro,PDP,11880
Taraba,Yorro,PRP,72
Taraba,Yorro,SDP,3328
Taraba,Yorro,YPP,99
Taraba,Yorro,ZLP,79
Taraba,Kurmi,APC,8826
Taraba,Kurmi,NNPP,370
Taraba,Kurmi,PDP,10579
Taraba,Gashaka,A,4
Taraba,Gashaka,AA,11
Taraba,Gashaka,AAC,11
Taraba,Gashaka,ADC,26
Taraba,Gashaka,ADP,33
Taraba,Gashaka,APC,4849
Taraba,Gashaka,APGA,140
Taraba,Gashaka,APM,51
Taraba,Gashaka,APP,14
Taraba,Gashaka,BP,7
Taraba,Gashaka,LP,93
Taraba,Gashaka,NNPP,3226
Taraba,Gashaka,NRM,20
Taraba,Gashaka,PDP,5809
Taraba,Gashaka,PRP,13
Taraba,Gashaka,SDP,122
Taraba,Gashaka,YPP,67
Taraba,Gashaka,ZLP,10
Yobe,Nguru,AA,15
Yobe,Nguru,ADC,174
Yobe,Nguru,ADP,84
Yobe,Nguru,APC,22459
Yobe,Nguru,APM,37
Yobe,Nguru,APP,16
Yobe,Nguru,LP,18
Yobe,Nguru,NNPP,310
Yobe,Nguru,PDP,9332
Yobe,Nguru,SDP,10
Yobe,Nguru,YPP,20
Yobe,Bade,AA,13
Yobe,Bade,ADC,49
Yobe,Bade,ADP,111
Yobe,Bade,APC,21370
Yobe,Bade,APM,62
Yobe,Bade,APP,9
Yobe,Bade,LP,18
Yobe,Bade,NNPP,1254
Yobe,Bade,PDP,10766
Yobe,Bade,SDP,3
Yobe,Bade,YPP,22
Yobe,Damaturu,AA,57
Yobe,Damaturu,ADC,43
Yobe,Damaturu,ADP,102
Yobe,Damaturu,APC,20877
Yobe,Damaturu,APM,66
Yobe,Damaturu,APP,22
Yobe,Damaturu,LP,22
Yobe,Damaturu,NNPP,217
Yobe,Damaturu,PDP,7655
Yobe,Damaturu,SDP,13
Yobe,Damaturu,YPP,12
Yobe,Gujba,AA,9
Yobe,Gujba,ADC,48
Yobe,Gujba,ADP,60
Yobe,Gujba,APC,20252
Yobe,Gujba,APM,52
Yobe,Gujba,APP,13
Yobe,Gujba,LP,8
Yobe,Gujba,NNPP,464
Yobe,Gujba,PDP,2428
Yobe,Gujba,SDP,96
Yobe,Gujba,YPP,6
Yobe,Nangere,AA,17
Yobe,Nangere,ADC,80
Yobe,Nangere,ADP,97
Yobe,Nangere,APC,18346
Yobe,Nangere,APM,72
Yobe,Nangere,APP,15
Yobe,Nangere,LP,33
Yobe,Nangere,NNPP,450
Yobe,Nangere,PDP,6958
Yobe,Nangere,SDP,146
Yobe,Nangere,YPP,48
Yobe,Gulani,AA,410
Yobe,Gulani,ADC,44
Yobe,Gulani,ADP,63
Yobe,Gulani,APC,16244
Yobe,Gulani,APM,51
Yobe,Gulani,APP,14
Yobe,Gulani,LP,4
Yobe,Gulani,NNPP,114
Yobe,Gulani,PDP,5537
Yobe,Gulani,SDP,13
Yobe,Gulani,YPP,16
Yobe,Yusufari,AA,12
Yobe,Yusufari,ADC,20
Yobe,Yusufari,ADP,57
Yobe,Yusufari,APC,16216
Yobe,Yusufari,APM,62
Yobe,Yusufari,APP,27
Yobe,Yusufari,LP,19
Yobe,Yusufari,NNPP,222
Yobe,Yusufari,PDP,3837
Yobe,Yusufari,SDP,10
Yobe,Yusufari,YPP,13
Yobe,Geidam,APC,14495
Yobe,Geidam,NNPP,355
Yobe,Geidam,PDP,1777
Yobe,Bursari,AA,11
Yobe,Bursari,ADC,26
Yobe,Bursari,ADP,78
Yobe,Bursari,APC,13825
Yobe,Bursari,APM,66
Yobe,Bursari,APP,58
Yobe,Bursari,LP,11
Yobe,Bursari,NNPP,97
Yobe,Bursari,PDP,4879
Yobe,Bursari,SDP,14
Yobe,Bursari,YPP,19
Yobe,Yunusari,AA,11
Yobe,Yunusari,ADC,26
Yobe,Yunusari,ADP,78
Yobe,Yunusari,APC,13825
Yobe,Yunusari,APM,66
Yobe,Yunusari,APP,58
Yobe,Yunusari,LP,11
Yobe,Yunusari,NNPP,97
Yobe,Yunusari,PDP,4879
Yobe,Yunusari,SDP,14
Yobe,Yunusari,YPP,19
Yobe,Machina,AA,14
Yobe,Machina,ADC,20
Yobe,Machina,ADP,82
Yobe,Machina,APC,11039
Yobe,Machina,APM,79
Yobe,Machina,APP,15
Yobe,Machina,LP,18
Yobe,Machina,NNPP,262
Yobe,Machina,PDP,4288
Yobe,Machina,SDP,16
Yobe,Machina,YPP,37
Yobe,Tarmuwa,AA,2
Yobe,Tarmuwa,ADC,17
Yobe,Tarmuwa,ADP,49
Yobe,Tarmuwa,APC,8249
Yobe,Tarmuwa,APM,34
Yobe,Tarmuwa,APP,13
Yobe,Tarmuwa,LP,6
Yobe,Tarmuwa,NNPP,85
Yobe,Tarmuwa,SDP,10
Yobe,Tarmuwa,YPP,5
Zamfara,Birnin Magaji,APC,9643
Zamfara,Birnin Magaji,PDP,8991
Zamfara,Maradun,APC,24855
Zamfara,Maradun,PDP,12261
Zamfara,Maru,APC,10646
Zamfara,Maru,PDP,22036
Zamfara,Gusau,APC,32172
Zamfara,Gusau,PDP,64710
Zamfara,Kaura Namoda,APC,26472
Zamfara,Kaura Namoda,PDP,31236
Zamfara,Shinkafi,APC,13408
Zamfara,Shinkafi,PDP,13435
Zamfara,Shinkafi,LP,5
Zamfara,Shinkafi,APGA,14
Zamfara,Shinkafi,NRM,287
Zamfara,Tsafe,APC,25805
Zamfara,Tsafe,PDP,42188
Zamfara,Bakura,APC,41063
Zamfara,Bakura,PDP,19455
Zamfara,Talata Mafara,APC,41280
Zamfara,Talata Mafara,PDP,22236
Zamfara,Gummi,APC,20263
Zamfara,Gummi,PDP,27929
Zamfara,Bungudu,APC,24865
Zamfara,Bungudu,PDP,47464
Zamfara,Zurmi,APC,21027
Zamfara,Zurmi,PDP,24328
Zamfara,Bukkuyum,APC,10321
Zamfara,Bukkuyum,PDP,24341
Zamfara,Anka,APC,10156
Zamfara,Anka,PDP,17116
